text,label,phishing_type,severity,confidence
"Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

IT Desk,
Cameron Brown",1,credential_harvesting,high,0.78
"Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Feel free to add notes before we meet.

Best,
Casey Patel",0,legitimate,low,0.98
"Notice, your login has been locked. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

IT Desk,
Sam Patel",1,credential_harvesting,high,0.78
"Hi there, we detected unusual activity on your account. To verify access, please update your information. Your account may be temporarily on hold until you recover it.

Risk Operations,
Sam Brown",1,social_engineering,high,0.92
"Attention, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Sincerely,
Taylor Brown",1,social_engineering_advanced,high,0.94
"Account holder, this is the department security team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Sincerely,
Avery Martinez",1,authority_scam,high,0.9
"Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Account Services,
Cameron Nguyen",1,generic_phishing,medium,0.9
"Sharing the revised documentation with examples. The endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Taylor Patel",0,legitimate,low,0.97
"Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Sam Martinez",0,legitimate,low,1.0
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Casey Patel",0,legitimate,low,0.99
"Dear user, this is the court security team. There are policy violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

IT Desk,
Taylor Singh",1,authority_scam,high,0.86
"Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Cameron Garcia",0,legitimate,low,0.96
"Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

IT Desk,
Avery Patel",1,social_engineering_advanced,high,0.96
"Hello, congratulations! You are the winner of a reward. To redeem your payment of $1,200, please provide your account number to process the amount. This deal is available today only.

Security Team,
Avery Wong",1,financial_scam,high,0.92
"Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Avery Brown",0,legitimate,low,0.99
"Hi there, final warning. Failure to respond will restrict your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

IT Desk,
Avery Khan",1,threats,high,0.92
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Morgan Lee",0,legitimate,low,0.97
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Jordan Kim",0,legitimate,low,1.0
"I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Cameron Martinez",0,legitimate,low,0.99
"Hi there, your profile has been suspended. Use the secure link to update password and restore access. Enter your verification code to continue.

Sincerely,
Cameron Khan",1,credential_harvesting,high,0.86
"Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Jordan Martinez",0,legitimate,low,0.96
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Regards,
Jamie Khan",1,urgency,medium,0.82
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Taylor Brown",0,legitimate,low,0.97
"Attention, congratulations! You are the selected recipient of a refund. To collect your payment of €5,000, please provide your routing number to process the total. This offer is available today only.

Regards,
Avery Nguyen",1,financial_scam,medium,0.9
"Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Thanks for reviewing the document.

Best,
Cameron Wong",0,legitimate,low,0.96
"Notice, final warning. Failure to respond will freeze your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

IT Desk,
Casey Garcia",1,threats,high,0.85
"Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Cameron Khan",0,legitimate,low,0.98
"Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Jamie Nguyen",0,legitimate,low,0.95
